financial_year,mid_year,icb_name,icb_code,identified_patients,total_items,population,patients_per_100k,items_per_100k
2015/2016,2015,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,E54000032,6768.0,60982.0,1793053.0,377.5,3401.0
2015/2016,2015,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,E54000022,3734.0,36010.0,998295.0,374.0,3607.2
2015/2016,2015,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,E54000059,2378.0,26017.0,733189.0,324.3,3548.5
2015/2016,2015,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,E54000063,3249.0,25920.0,1023269.0,317.5,2533.1
2015/2016,2015,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,E54000026,3401.0,29201.0,1165495.0,291.8,2505.5
2015/2016,2015,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,E54000008,6482.0,59967.0,2445540.0,265.1,2452.1
2015/2016,2015,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,E54000013,1941.0,18239.0,738351.0,262.9,2470.2
2015/2016,2015,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",E54000024,2409.0,20222.0,934640.0,257.7,2163.6
2015/2016,2015,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,E54000060,2871.0,22709.0,1115915.0,257.3,2035.0
2015/2016,2015,NHS FRIMLEY INTEGRATED CARE BOARD,E54000034,1815.0,14562.0,739475.0,245.4,1969.2
2015/2016,2015,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,7164.0,75400.0,2929837.0,244.5,2573.5
2015/2016,2015,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",E54000015,2491.0,21915.0,1059406.0,235.1,2068.6
2015/2016,2015,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,3903.0,39130.0,1668205.0,234.0,2345.6
2015/2016,2015,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,E54000058,2383.0,22871.0,1034779.0,230.3,2210.2
2015/2016,2015,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,1989.0,19126.0,870455.0,228.5,2197.2
2015/2016,2015,NHS DORSET INTEGRATED CARE BOARD,E54000041,1736.0,14282.0,763227.0,227.5,1871.3
2015/2016,2015,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,E54000019,1717.0,15441.0,768243.0,223.5,2009.9
2015/2016,2015,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,2594.0,27431.0,1173921.0,221.0,2336.7
2015/2016,2015,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,6063.0,57883.0,2756962.0,219.9,2099.5
2015/2016,2015,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,3093.0,23779.0,1451377.0,213.1,1638.4
2015/2016,2015,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,2015.0,17605.0,953917.0,211.2,1845.5
2015/2016,2015,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,3687.0,30518.0,1781095.0,207.0,1713.4
2015/2016,2015,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,3402.0,29545.0,1660505.0,204.9,1779.3
2015/2016,2015,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",E54000044,3462.0,29038.0,1690868.0,204.7,1717.3
2015/2016,2015,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,E54000061,2777.0,27088.0,1359690.0,204.2,1992.2
2015/2016,2015,NHS DEVON INTEGRATED CARE BOARD,E54000037,2309.0,20291.0,1164950.0,198.2,1741.8
2015/2016,2015,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,1832.0,13845.0,934532.0,196.0,1481.5
2015/2016,2015,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,3433.0,24924.0,1763603.0,194.7,1413.2
2015/2016,2015,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,1050.0,8612.0,548792.0,191.3,1569.3
2015/2016,2015,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,1008.0,7925.0,549572.0,183.4,1442.0
2015/2016,2015,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,E54000031,2540.0,20183.0,1481494.0,171.4,1362.3
2015/2016,2015,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,2214.0,14643.0,1326629.0,166.9,1103.8
2015/2016,2015,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,788.0,8003.0,483649.0,162.9,1654.7
2015/2016,2015,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,990.0,9176.0,617671.0,160.3,1485.6
2015/2016,2015,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,E54000028,2188.0,15031.0,1420919.0,154.0,1057.8
2015/2016,2015,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,2919.0,21302.0,1915093.0,152.4,1112.3
2015/2016,2015,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,2852.0,20359.0,2078436.0,137.2,979.5
2015/2016,2015,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,1210.0,9859.0,898199.0,134.7,1097.6
2015/2016,2015,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,2037.0,19966.0,1676973.0,121.5,1190.6
2015/2016,2015,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,E54000054,2803.0,24473.0,2334610.0,120.1,1048.3
2015/2016,2015,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,E54000018,1051.0,10217.0,892583.0,117.7,1144.7
2015/2016,2015,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,E54000010,1233.0,11155.0,1111262.0,111.0,1003.8
2016/2017,2016,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,E54000032,7502.0,66427.0,1808526.0,414.8,3673.0
2016/2017,2016,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,E54000022,3988.0,39315.0,1006735.0,396.1,3905.2
2016/2017,2016,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,E54000063,3620.0,29651.0,1029457.0,351.6,2880.3
2016/2017,2016,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,E54000059,2520.0,27562.0,746666.0,337.5,3691.3
2016/2017,2016,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,E54000026,3661.0,33324.0,1175518.0,311.4,2834.8
2016/2017,2016,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,E54000060,3445.0,27495.0,1125047.0,306.2,2443.9
2016/2017,2016,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,E54000008,7455.0,64963.0,2461826.0,302.8,2638.8
2016/2017,2016,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",E54000024,2731.0,23552.0,949976.0,287.5,2479.2
2016/2017,2016,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,E54000013,2089.0,20355.0,746141.0,280.0,2728.0
2016/2017,2016,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",E54000015,2797.0,23652.0,1073921.0,260.4,2202.4
2016/2017,2016,NHS FRIMLEY INTEGRATED CARE BOARD,E54000034,1946.0,15838.0,748219.0,260.1,2116.8
2016/2017,2016,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,E54000048,4343.0,43855.0,1675676.0,259.2,2617.2
2016/2017,2016,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,E54000058,2694.0,25839.0,1039840.0,259.1,2484.9
2016/2017,2016,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,E54000050,7473.0,80003.0,2936401.0,254.5,2724.5
2016/2017,2016,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,E54000019,1941.0,17395.0,774187.0,250.7,2246.9
2016/2017,2016,NHS DORSET INTEGRATED CARE BOARD,E54000041,1873.0,16412.0,769482.0,243.4,2132.9
2016/2017,2016,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,E54000057,6705.0,62551.0,2784566.0,240.8,2246.3
2016/2017,2016,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,E54000056,2115.0,21304.0,881914.0,239.8,2415.7
2016/2017,2016,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,E54000023,2212.0,20448.0,960582.0,230.3,2128.7
2016/2017,2016,NHS BLACK COUNTRY INTEGRATED CARE BOARD,E54000062,2719.0,28703.0,1184454.0,229.6,2423.3
2016/2017,2016,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,E54000061,3107.0,30797.0,1366070.0,227.4,2254.4
2016/2017,2016,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",E54000044,3838.0,32300.0,1710406.0,224.4,1888.4
2016/2017,2016,NHS DEVON INTEGRATED CARE BOARD,E54000037,2623.0,23589.0,1174412.0,223.3,2008.6
2016/2017,2016,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,E54000042,3964.0,32998.0,1795367.0,220.8,1838.0
2016/2017,2016,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,E54000030,3924.0,27830.0,1782617.0,220.1,1561.2
2016/2017,2016,NHS SOMERSET INTEGRATED CARE BOARD,E54000038,1178.0,9859.0,554806.0,212.3,1777.0
2016/2017,2016,NHS SUSSEX INTEGRATED CARE BOARD,E54000064,3537.0,32631.0,1675053.0,211.2,1948.1
2016/2017,2016,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,E54000025,3029.0,24983.0,1466762.0,206.5,1703.3
2016/2017,2016,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,E54000031,3057.0,23771.0,1494518.0,204.5,1590.5
2016/2017,2016,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",E54000039,1821.0,14202.0,948056.0,192.1,1498.0
2016/2017,2016,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,E54000036,976.0,8381.0,553439.0,176.4,1514.3
2016/2017,2016,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,E54000028,2504.0,17843.0,1434126.0,174.6,1244.2
2016/2017,2016,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",E54000011,819.0,8683.0,488188.0,167.8,1778.6
2016/2017,2016,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,E54000029,3230.0,23725.0,1943961.0,166.2,1220.4
2016/2017,2016,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,E54000043,971.0,9591.0,624076.0,155.6,1536.8
2016/2017,2016,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,E54000027,3217.0,23061.0,2088429.0,154.0,1104.2
2016/2017,2016,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",E54000040,1356.0,11066.0,908282.0,149.3,1218.3
2016/2017,2016,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,E54000055,1934.0,12515.0,1344332.0,143.9,930.9
2016/2017,2016,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,E54000051,2144.0,21180.0,1683228.0,127.4,1258.3
